"TIME","Oxy.kg/m^3"
2020-11-24 01:00:00,0.0084625
2020-11-24 02:00:00,0.0086225
2020-11-24 03:00:00,0.0086475
2020-11-24 04:00:00,0.008705
2020-11-24 05:00:00,0.00873
2020-11-24 06:00:00,0.0087925
2020-11-24 07:00:00,0.008845
2020-11-24 08:00:00,0.00846
2020-11-24 09:00:00,0.00782571428571428
2020-11-24 10:00:00,0.00828857142857143
2020-11-24 11:00:00,0.00875142857142857
2020-11-24 12:00:00,0.00921428571428571
2020-11-24 13:00:00,0.009645
2020-11-24 14:00:00,0.0097875
2020-11-24 15:00:00,0.0097025
2020-11-24 16:00:00,0.0099175
2020-11-24 17:00:00,0.00868
2020-11-24 18:00:00,0.008075
2020-11-24 19:00:00,0.0080725
2020-11-24 20:00:00,0.0081275
2020-11-24 21:00:00,0.008125
2020-11-24 22:00:00,0.0081575
2020-11-24 23:00:00,0.008185
2020-11-25 00:00:00,0.00825
2020-11-25 01:00:00,0.0082475
2020-11-25 02:00:00,0.0082775
2020-11-25 03:00:00,0.008305
2020-11-25 04:00:00,0.00834
2020-11-25 05:00:00,0.008335
2020-11-25 06:00:00,0.00833
2020-11-25 07:00:00,0.0083675
2020-11-25 08:00:00,0.00838
2020-11-25 09:00:00,0.0086275
2020-11-25 10:00:00,0.0088975
2020-11-25 11:00:00,0.0092675
2020-11-25 12:00:00,0.00961
2020-11-25 13:00:00,0.009735
2020-11-25 14:00:00,0.0098625
2020-11-25 15:00:00,0.00978
2020-11-25 16:00:00,0.0093425
2020-11-25 17:00:00,0.0084075
2020-11-25 18:00:00,0.007285
2020-11-25 19:00:00,0.0066325
2020-11-25 20:00:00,0.006615
2020-11-25 21:00:00,0.0067625
2020-11-25 22:00:00,0.0069425
2020-11-25 23:00:00,0.007095
2020-11-26 00:00:00,0.007175
2020-11-26 01:00:00,0.0072575
2020-11-26 02:00:00,0.007265
2020-11-26 03:00:00,0.007335
2020-11-26 04:00:00,0.0073375
2020-11-26 05:00:00,0.0070975
2020-11-26 06:00:00,0.0068325
2020-11-26 07:00:00,0.00677
2020-11-26 08:00:00,0.0069275
2020-11-26 09:00:00,0.007115
2020-11-26 10:00:00,0.0073925
2020-11-26 11:00:00,0.0075825
2020-11-26 12:00:00,0.0075
2020-11-26 13:00:00,0.006845
2020-11-26 14:00:00,0.00619
2020-11-26 15:00:00,0.005935
2020-11-26 16:00:00,0.0065
2020-11-26 17:00:00,0.006205
2020-11-26 18:00:00,0.00502
2020-11-26 19:00:00,0.004035
2020-11-26 20:00:00,0.0036775
2020-11-26 21:00:00,0.0038475
2020-11-26 22:00:00,0.00401
2020-11-26 23:00:00,0.00425
2020-11-27 00:00:00,0.004455
2020-11-27 01:00:00,0.00465
2020-11-27 02:00:00,0.004895
2020-11-27 03:00:00,0.005065
2020-11-27 04:00:00,0.005145
2020-11-27 05:00:00,0.0051525
2020-11-27 06:00:00,0.005255
2020-11-27 07:00:00,0.00526
2020-11-27 08:00:00,0.00501
2020-11-27 09:00:00,0.005125
2020-11-27 10:00:00,0.00447
2020-11-27 11:00:00,0.00414
2020-11-27 12:00:00,0.00429
2020-11-27 13:00:00,0.00432
2020-11-27 14:00:00,0.0043925
2020-11-27 15:00:00,0.00481
2020-11-27 16:00:00,0.0047675
2020-11-27 17:00:00,0.00405
2020-11-27 18:00:00,0.004145
2020-11-27 19:00:00,0.00461
2020-11-27 20:00:00,0.0050975
2020-11-27 21:00:00,0.00522
2020-11-27 22:00:00,0.00552
2020-11-27 23:00:00,0.0058225
2020-11-28 00:00:00,0.0059425
2020-11-28 01:00:00,0.0059375
2020-11-28 02:00:00,0.00575
2020-11-28 03:00:00,0.0055475
2020-11-28 04:00:00,0.00559
2020-11-28 05:00:00,0.0057175
2020-11-28 06:00:00,0.0060275
2020-11-28 07:00:00,0.0063075
2020-11-28 08:00:00,0.006385
2020-11-28 09:00:00,0.00636
2020-11-28 10:00:00,0.0053675
2020-11-28 11:00:00,0.0053475
2020-11-28 12:00:00,0.0055625
2020-11-28 13:00:00,0.00557
2020-11-28 14:00:00,0.005845
2020-11-28 15:00:00,0.006075
2020-11-28 16:00:00,0.0063675
2020-11-28 17:00:00,0.00531
2020-11-28 18:00:00,0.00466
2020-11-28 19:00:00,0.00451
2020-11-28 20:00:00,0.004745
2020-11-28 21:00:00,0.0052125
2020-11-28 22:00:00,0.00582
2020-11-28 23:00:00,0.00622
2020-11-29 00:00:00,0.006525
2020-11-29 01:00:00,0.00675
2020-11-29 02:00:00,0.00692
2020-11-29 03:00:00,0.007035
2020-11-29 04:00:00,0.00703
2020-11-29 05:00:00,0.007095
2020-11-29 06:00:00,0.0070975
2020-11-29 07:00:00,0.0071275
2020-11-29 08:00:00,0.007065
2020-11-29 09:00:00,0.0068
2020-11-29 10:00:00,0.005895
2020-11-29 11:00:00,0.00565
2020-11-29 12:00:00,0.00563
2020-11-29 13:00:00,0.0055375
2020-11-29 14:00:00,0.0054425
2020-11-29 15:00:00,0.0055925
2020-11-29 16:00:00,0.005575
2020-11-29 17:00:00,0.0048375
2020-11-29 18:00:00,0.0041725
2020-11-29 19:00:00,0.0040825
2020-11-29 20:00:00,0.004475
2020-11-29 21:00:00,0.004885
2020-11-29 22:00:00,0.005265
2020-11-29 23:00:00,0.0055925
2020-11-30 00:00:00,0.00573
2020-11-30 01:00:00,0.005975
2020-11-30 02:00:00,0.006125
2020-11-30 03:00:00,0.00618
2020-11-30 04:00:00,0.0062425
2020-11-30 05:00:00,0.0064025
2020-11-30 06:00:00,0.0064875
2020-11-30 07:00:00,0.0065075
2020-11-30 08:00:00,0.0064275
2020-11-30 09:00:00,0.00622
2020-11-30 10:00:00,0.0057175
2020-11-30 11:00:00,0.0056225
2020-11-30 12:00:00,0.0055425
2020-11-30 13:00:00,0.005405
2020-11-30 14:00:00,0.0055875
2020-11-30 15:00:00,0.0056975
2020-11-30 16:00:00,0.005515
2020-11-30 17:00:00,0.004655
2020-11-30 18:00:00,0.003985
2020-11-30 19:00:00,0.00397
2020-11-30 20:00:00,0.0044
2020-11-30 21:00:00,0.0048675
2020-11-30 22:00:00,0.00513
2020-11-30 23:00:00,0.005405
2020-12-01 00:00:00,0.0055925
2020-12-01 01:00:00,0.0057725
2020-12-01 02:00:00,0.005835
2020-12-01 03:00:00,0.00587
2020-12-01 04:00:00,0.0059175
2020-12-01 05:00:00,0.005975
2020-12-01 06:00:00,0.005975
2020-12-01 07:00:00,0.006045
2020-12-01 08:00:00,0.006025
2020-12-01 09:00:00,0.00604
2020-12-01 10:00:00,0.00578
2020-12-01 11:00:00,0.00542
2020-12-01 12:00:00,0.00506
2020-12-01 13:00:00,0.00505
2020-12-01 14:00:00,0.00503
2020-12-01 15:00:00,0.00536
2020-12-01 16:00:00,0.00528
2020-12-01 17:00:00,0.0045
2020-12-01 18:00:00,0.004
2020-12-01 19:00:00,0.00351
2020-12-01 20:00:00,0.00392
2020-12-01 21:00:00,0.00422
2020-12-01 22:00:00,0.00446
2020-12-01 23:00:00,0.00481
2020-12-02 00:00:00,0.00493
2020-12-02 01:00:00,0.00509
2020-12-02 02:00:00,0.00511
2020-12-02 03:00:00,0.00513
2020-12-02 04:00:00,0.00518
2020-12-02 05:00:00,0.00511
2020-12-02 06:00:00,0.00508
2020-12-02 07:00:00,0.00519
2020-12-02 08:00:00,0.0052
2020-12-02 09:00:00,0.00504
2020-12-02 10:00:00,0.00453
2020-12-02 11:00:00,0.0047
2020-12-02 12:00:00,0.00454
2020-12-02 13:00:00,0.00496
2020-12-02 14:00:00,0.00505
2020-12-02 15:00:00,0.00511
2020-12-02 16:00:00,0.005
2020-12-02 17:00:00,0.00439
2020-12-02 18:00:00,0.004
2020-12-02 19:00:00,0.0034
2020-12-02 20:00:00,0.00387
2020-12-02 21:00:00,0.00433
2020-12-02 22:00:00,0.00462
2020-12-02 23:00:00,0.00479
2020-12-03 00:00:00,0.00488
2020-12-03 01:00:00,0.00511
2020-12-03 02:00:00,0.00508
2020-12-03 03:00:00,0.00512
2020-12-03 04:00:00,0.00526
2020-12-03 05:00:00,0.0053
2020-12-03 06:00:00,0.00536
